Barcode,Owning Campus,Material Type,...4,Campus...5,Items added,...7,Num of Items (In Repository),Campus...9,Barcode_Prefix
A0001802438,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001802545,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001802651,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001802719,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001802735,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001811470,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0001815646,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001817683,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001818038,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001833128,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001833433,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001833482,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001833748,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001833854,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001840479,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001840487,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001847128,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847169,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847409,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847508,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847615,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847714,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847870,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001847920,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0001856764,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001856830,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001857226,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001857515,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001874247,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001874486,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001874536,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001874692,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0001875277,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001875376,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001875590,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001875848,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001876564,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001876655,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001877174,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001900596,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001901461,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001901867,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902022,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902170,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902196,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902246,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902337,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902436,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001902444,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001907492,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001907690,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001908383,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001910751,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001912377,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001912385,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001912484,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001912617,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001912674,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001914456,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001914746,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001919703,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001919984,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0001922053,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001922061,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001923127,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001926518,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001926567,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001926740,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001926757,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001926807,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001927060,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001934975,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001935394,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001935790,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001937465,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001937945,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001938448,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001948959,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001949049,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001949239,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001949254,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001949262,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0001949387,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001949460,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001949643,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001950419,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001950963,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001951136,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001951169,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001951565,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001955806,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001955970,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001957885,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001957893,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001965649,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001965938,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001965961,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001968080,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001968213,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001968247,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001970177,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001973775,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001974898,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0001975259,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001975317,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001975416,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0001975465,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0001975549,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002003630,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002006740,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002007573,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002008589,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002008720,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002008738,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002009413,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002012730,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002013332,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002013548,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002013613,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002013738,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002013753,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002013878,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002013928,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002014157,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002016616,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002016970,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002017002,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002017648,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002017929,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002018182,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002018273,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002018299,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002018315,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002018356,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002020014,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002020055,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002020428,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002022606,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002030377,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002030740,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002031284,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002031326,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002069722,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002070472,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002071132,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002071637,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002071868,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002071892,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002072841,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002078772,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002078921,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002079069,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002080174,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002080299,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002083996,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002084002,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002084135,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002084283,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002084358,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002084499,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002084945,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002085058,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002088037,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002088201,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002088698,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002088763,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002089274,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002089407,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002091072,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002091494,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002091718,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002091882,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002091965,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002092013,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002092138,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002092286,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002093979,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002105062,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002106508,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002131217,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002131274,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002131456,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002131928,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002134625,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002134641,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002134930,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002136281,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002138527,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002151959,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002151991,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002152007,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002152429,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002153260,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002153336,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002153526,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002153815,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002154813,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002168466,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002193316,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002217891,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002218113,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002220846,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002220986,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002221018,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002221646,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002231967,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002235406,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002236693,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002255909,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002295558,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002295624,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002296044,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002298388,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002298669,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002301729,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002301877,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002302206,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002302693,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002308872,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002309052,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002309680,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002309938,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002310373,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002310688,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002310779,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002311231,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002312742,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002313013,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002319499,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002323293,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002382794,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002382893,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002383107,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002384790,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002385037,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002385482,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002385649,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002385748,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002386811,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002387025,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002388262,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002388890,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002392488,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002393288,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002395945,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002438448,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002438570,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002458917,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002476190,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002492999,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002496230,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002497535,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002497600,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002497899,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002498194,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002499572,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002499770,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002500015,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002501401,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002502003,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002502375,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002505071,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002505097,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002505162,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002513810,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002513869,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002520484,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002520880,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002520898,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002521508,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002553857,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002554269,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002554483,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002658193,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002664654,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002664670,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002684470,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002700045,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002727022,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002746725,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002746758,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002781532,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002781565,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002781938,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002783538,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002783884,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002788479,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0002835445,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0002855617,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0002897486,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003008232,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003008968,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003009206,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003050663,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003118486,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0003118874,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003122348,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003122975,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003124856,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003126000,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003167939,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003216751,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003216801,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003217262,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003268018,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003268463,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003268661,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003268950,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003269982,UCR Library,Book,NA,NA,NA,NA,NA,NA,A
A0003271350,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003271434,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003273109,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003273174,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003275047,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003275393,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003275773,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003276078,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003280450,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003281011,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003283777,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003288578,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003289568,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003290194,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003290244,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003290327,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003291069,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003291721,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003292752,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003294295,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003294550,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003295128,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003296969,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003297090,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003297124,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003297132,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003297561,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003297728,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003303856,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003311925,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003312147,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003321650,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003321841,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003321981,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003328473,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003331220,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003347960,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003348018,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003348729,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003371044,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003443678,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003445376,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003445517,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003445566,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003446028,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003457793,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003461381,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003465580,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003469103,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003469244,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003469442,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003470192,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003471661,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003472578,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003472974,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003485661,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003485885,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003510849,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003514437,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003552825,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003553070,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003553104,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003553278,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003553393,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003555240,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003558475,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003558624,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003558640,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003558830,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003565561,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003574514,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003584653,UCI Library,Book,NA,NA,NA,NA,NA,NA,A
A0003584893,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003585072,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003611753,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003611894,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003627213,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003627718,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003627809,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003637691,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003646841,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003655404,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003660594,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003662830,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003662863,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003663622,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003667300,UCI Library,Book,NA,NA,NA,NA,NA,NA,A
A0003668365,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003672185,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003699204,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003706223,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003707072,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003707130,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003707924,UCLA,Book,NA,NA,NA,NA,NA,NA,A
A0003712619,UCSB Library,Book,NA,NA,NA,NA,NA,NA,A
A0003718806,UCLA,Book,NA,NA,NA,NA,NA,NA,A
